x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,data_quality
1.89,3.77,8.22,9.05,14.11,2.68,2.06,3.08,2.99,1.77,1.68,2.66,0.94,9.32,3.23,1
0.96,0.97,5.61,3.03,5.17,1.03,1.26,1.35,2.07,0.39,0.25,0.77,0.47,4.21,0.69,0
4.07,4.5,9.64,9.92,13.23,3.58,1.95,3.86,3.17,1.6,1.76,1.94,2,15,3.75,1
1.24,1.9,8.84,3.17,6.05,2.91,1.58,2.11,1.49,1.23,0.83,0.88,1.01,4.23,0.8,0
2.17,1.59,9.38,4.91,11.88,4.69,1.8,4.04,4.69,2.89,1.99,1.44,0.87,6.86,2.02,0
3.67,1.5,7.35,7.71,13.83,4.52,1.35,3.14,3.52,1.62,1.65,1.78,1.38,10,1.07,0
0.78,1.83,6.33,1.82,10.1,3.98,1.3,1.56,1.23,1.4,1.17,0.78,0.76,10.33,1.06,0
2.74,2.61,10.9,8.02,12.87,3.29,1.02,3.02,4.02,1.79,1.81,1.98,1.37,11.17,2.39,1
1.69,1.86,7.81,6.06,7.97,0.96,1.41,1.56,1.53,0.77,0.55,0.51,0.53,5.31,0.83,1
0.9,1.28,3.59,2.05,4.61,0.77,0.51,0.51,0.51,0.72,0.26,0.38,0.73,4.1,1.28,0
4.07,1.29,9.37,12.24,8.81,4.38,1.48,4.39,4.63,2.03,1.96,1.84,1.37,9.5,2.38,0
3.97,3.88,8.98,7.72,13.56,6.51,1.3,4.31,6.45,4.35,2.7,2.45,2.5,10,3.14,0
1.42,1.35,7.03,3.21,5.79,0.51,1.2,1.31,1.68,0.36,0.67,1.26,0.43,3.79,1.09,1
1.78,4.1,5.9,8.7,12.01,3.1,1.59,3,1.96,2.15,2.49,1.18,1.07,11.18,3.4,0
0.7,0.94,1.84,3.26,5.75,2.14,0.66,1.27,0.56,0.41,0.41,0.58,0.31,3.37,2.02,0
0.88,1.58,5.66,3.59,8.4,1.41,0.57,1.24,1.57,2.21,2.65,1.51,0.54,5.66,0.94,0
0.87,1.61,6.16,4.01,5.64,1.92,1.31,2.12,1.41,1.36,2.77,1.57,0.62,7.07,0.97,0
0.94,1.49,8.1,4.29,9.53,2.7,1.27,1.43,1.59,2.38,3.5,0.7,0.38,31.78,1.27,0
0.41,1.18,1.22,2.65,2.65,1.51,0.46,0.41,0.68,0.41,0.8,0.51,0.5,6.73,0.64,0
1.7,2.37,7.68,5.7,9.76,1.35,1.49,1.31,1.81,0.81,0.85,0.83,0.61,5.31,0.88,1
3.01,1.83,11.12,5.47,13.9,3.13,2.17,3.61,3.57,2.89,3.61,1.44,0.82,7.22,2.14,0
4.14,2.4,39.57,7.24,19.78,3.31,1.92,1.92,2.39,1.58,1.35,1.74,1.24,11.31,1.52,0
1.18,1.6,4.1,3.01,4.77,1.49,1.46,1.31,0.83,0.81,0.96,0.66,0.6,4.42,1.08,1
1.3,1.96,3.68,3.48,11.08,1.08,1.11,1.1,0.7,0.8,0.55,0.34,0.4,10.83,1.46,0
0.9,1.34,8.39,3.45,6.99,1.34,0.86,0.78,0.93,1.01,0.86,0.75,0.58,5.59,1,0
1.45,2.12,7.37,6.48,9.98,2.56,1.32,1.95,2.58,1.33,1.14,0.84,1,9.01,1.71,1
2.07,2.43,11.89,6.04,10.73,2.46,1.65,1.93,0.93,0.72,1.14,1.07,0.79,5.18,0.73,1
2.74,1.76,12.27,4.45,28.83,5.05,2.17,3.07,4.69,2.29,1.8,1.08,0.72,10.83,2.17,0
0.63,1.36,7.46,2.88,3.67,2.39,0.84,0.84,0.52,0.56,0.42,0.19,0.25,6.12,1.53,0
1.56,1.55,9.01,5.6,7.81,1.75,1.39,1.65,2.84,1.15,0.68,1.11,0.68,8.19,0.87,0
1.22,1.78,7.92,4.84,8.52,1.42,0.87,2.05,1.3,1.18,0.93,0.98,0.68,7.45,1.57,1
1.48,1.44,5.93,4.24,4.35,1.32,2.01,1.92,2.86,0.83,0.73,1.58,0.66,6.33,1.09,0
0.81,1.21,10.48,3.48,8.08,1.21,0.81,1.53,0.4,0.81,1.01,0.61,0.48,6.06,0.61,0
0.83,1.26,5.68,3.58,5.98,0.74,1.05,1.05,0.95,0.32,0.32,0.51,0.42,4.05,0.76,0
4.53,4.64,5.86,10.39,24.64,5.99,1.86,6.33,2.93,2.26,1.86,0.6,1.17,40.31,0.7,0
3.61,0.94,7.87,4.95,7.04,17.33,1.37,8.66,2.17,2.17,0.94,0.72,0.72,5.78,1.62,0
1.3,2.6,17.03,8.41,13.76,2.02,1.87,1.71,2.55,1.16,1.64,1.06,0.88,4.67,0.92,1
2.25,1.93,10.59,8.28,10.91,3.3,1.64,2.85,0.86,1.3,0.92,0.93,0.34,4.1,0.62,0
1.22,1.37,4.92,3.77,7.44,0.77,1.07,0.59,0.95,0.51,0.26,0.61,0.29,5.36,1.39,0
1.46,1.65,14.74,4.91,10.11,2.32,1.59,2.06,3.73,1.1,0.84,1.56,0.8,4.91,1.15,0
0.9,1.55,4.41,3.69,5.26,2.34,2,2.34,1.64,2.12,1.89,1.53,1.04,5.3,0.83,0
0.89,0.78,4.7,3.05,4.88,1.41,1.11,1.44,1.54,0.58,0.4,0.86,0.35,5.16,0.91,0
0.81,0.7,13.37,2.03,2.67,0.98,0.42,0.71,0.36,0.34,0.4,0.09,0.32,0.89,0.45,0
1.21,1.19,5.03,2.88,6.9,0.67,0.99,0.6,0.79,0.42,0.35,0.77,0.25,4.29,1.79,0
0.66,1.84,1.73,2.31,2.5,1.28,0.64,0.66,0.48,0.35,0.34,0.51,0.55,5.3,0.72,0
1.3,2,9,4.12,6.88,2.25,0.71,2,1.8,0.8,1,2.5,0.97,4.12,1.2,0
5.75,3.9,10.09,4.96,13.23,3.98,1.48,2.44,2.37,1.61,1.55,1.47,1.69,13.5,2.23,0
1.69,1.72,18.56,13.67,9.83,2.21,1.38,1.79,5.32,1.23,1.24,1.21,0.76,11.46,1.31,0
5.62,4.4,9.74,15.31,6.67,4.38,1.82,3.03,4.26,4.33,2.74,1.74,2.37,9.99,3.57,0
1.3,1.97,4.21,5.5,4.4,5.51,0.7,1,1.22,2.76,2.2,2.25,1.75,11.5,1.1,0
1.9,2.23,7.2,5.76,8.97,1.28,1.54,1.38,2.08,0.83,0.66,0.68,0.58,5.31,0.77,1
1.09,3.51,7.39,4.16,10.97,0.84,1.35,1.56,1.88,0.58,0.74,0.88,0.45,6.66,0.95,1
0.89,0.76,4.7,3.05,4.88,1.41,1.11,1.44,1.54,0.58,0.4,0.86,0.35,3.16,0.84,0
0.95,1.77,5.59,3.91,7.83,1.49,0.93,0.65,0.84,0.84,1.49,0.37,0.69,4.66,0.74,0
0.93,1.87,6.23,6.23,14.53,1.82,1.3,1.56,1.3,1.56,1.3,1.04,0.78,15.57,1.82,0
1.82,2.77,11.96,8.47,26.92,2.82,1.45,1.5,2.74,1.26,0.94,0.92,1.01,6.22,1.24,1
3.68,4.4,11.52,8.53,15.56,4.52,1.61,3.34,4.04,1.5,2.34,2.46,1.77,10,2.95,1
1.33,2.71,10.81,7.11,12.86,2.13,1.51,1.89,1.51,1.09,1.2,1.27,1.25,4.38,1.65,0
1.51,1.8,8.08,4.9,4.71,2.86,1.52,1.88,1.42,1.56,1.33,0.78,0.91,8.5,1.2,0
1.09,1.57,7.43,4.1,7.77,1.49,0.93,0.51,1.29,1.09,0.93,0.37,0.56,3.73,0.75,0
2.3,3.66,21.81,12.34,20.77,2.42,1.95,2.4,3.14,1.8,2.67,1.23,0.81,7.27,2.44,1
3.33,1.64,14.75,5.56,13.36,4.33,1.44,3.97,3.43,3.07,3.07,1.08,0.65,5.05,1.59,0
2.31,3.84,7.54,7.89,8.14,1.3,1.08,1.28,2.2,1.08,0.86,1.05,0.99,6.99,1.84,0
4.22,2.5,10.95,11.76,13.04,4.55,2.7,4.62,3.04,2.99,2.89,1.65,2.08,12,2.5,1
1.26,1.27,3.1,3.51,6.6,0.72,1.5,1.18,1.03,0.51,0.38,0.39,0.4,4.85,1.04,0
1.31,2.05,7.1,3.55,7.41,1.31,1.16,1.26,1.33,0.89,1,0.96,1.35,4.24,1.42,0
3.51,1.59,12.14,6.5,13.48,3.32,1.61,3.61,3.56,0.72,0.9,1.32,0.83,7.94,1.83,0
1.06,2.2,5.55,4.82,7.15,0.89,1.26,1.45,1.88,0.6,0.83,0.75,0.46,4.44,0.74,1
1.14,1.42,6.73,3.98,7.52,0.94,1.77,1.78,2.11,0.66,0.51,0.41,0.62,6.33,1.25,1
1.71,1.78,10.34,5.13,9.95,1.84,1.38,1.58,3.44,0.84,0.78,1.09,0.73,9.83,1.13,0
1.14,2.08,10.41,6.32,11.57,1.47,1.62,1.06,1.76,1.2,1.02,0.93,0.58,4.15,0.98,1
1.33,1.73,6.57,4.04,6.98,1.31,1.22,1.09,1.14,1.05,1.12,0.96,0.79,4.68,1.32,0
3.16,2.16,7.67,7.71,13.06,3.91,1.51,3.7,2.96,2.56,2.3,1.64,2,11.66,3.08,0
0.57,0.94,2.97,2.61,7.65,1.12,0.53,0.78,0.42,0.31,0.33,0.71,0.29,7.35,1.67,0
4.15,1.76,8.29,14.32,11.69,10.55,3.2,4.3,8.29,3.92,1.51,0.9,1.09,8.63,2.45,0
1.43,1.49,6.55,5.38,19.37,2.37,1.14,1.73,0.97,1.3,1.61,0.7,0.81,7.78,1,0
0.81,0.97,4.85,2.06,8.89,1.62,0.81,1.09,0.61,0.73,0.48,0.69,0.4,5.09,0.73,0
1.82,2.33,6.06,6.86,12.85,2.34,1.43,1.94,2.08,1.68,1.24,0.83,1.08,9.61,2.33,1
2.07,2.6,9.24,8.18,24.38,2.53,1.65,2.66,0.82,1.3,1.38,0.81,0.67,5.19,0.61,1
1.46,2.09,5.7,5.66,6.34,2.33,1.21,1.24,1.29,1.21,1.07,0.75,1.14,8,1.64,1
1.13,2.14,7.53,5.04,7.42,1.22,1.02,0.88,1.15,0.73,0.89,0.74,0.82,4.93,1.21,1
1.99,2.49,11.48,8.42,22.85,2.52,1.65,2.2,0.98,1.17,0.92,1.4,0.43,5.19,0.55,1
0.78,1.02,2.08,7.25,15.31,2.08,0.96,0.78,0.78,0.83,0.78,0.7,0.74,8.3,1.04,0
1.06,1.29,6.55,4.29,12.33,2.53,2.23,1.43,0.79,0.62,0.35,0.63,0.24,7.22,1.08,1
1.81,3.4,10.67,8.78,10.29,1.68,1.68,1.34,1.85,0.89,0.84,1.02,0.84,7.27,1.37,1
4.48,2.7,14.69,14.32,22.02,4.4,1.24,3.48,3.3,2.08,2.19,1.49,1.16,10,1.71,1
5.76,2.66,8.82,11.29,15.15,3.79,1.16,2.89,2.57,2.2,2.2,1.23,1.33,9,2.86,0
1.33,2.82,7.26,4.67,8.82,2.57,1.3,2.08,1.82,1.56,1.3,0.52,0.9,16.34,1.26,0
4.57,1.65,5.78,6.5,10.83,2.89,2.89,3.07,6.3,1.88,1.34,1.52,0.58,2.53,1.62,0
2.2,3.5,8.27,16.41,14.68,2.86,1.63,2.65,2.18,1.96,1.52,1.99,1.99,15,4.29,0
1.27,1.54,5.35,3.97,8.76,0.77,1.31,0.77,1.07,0.61,0.43,0.62,0.32,6.44,1.43,1
1.69,1.85,3.87,2.27,7.44,0.96,0.83,0.87,0.73,0.68,0.68,0.52,0.53,10.24,1.53,0
2.53,1.47,7.22,4.33,10.83,3.25,1.8,2.89,2.89,3.61,1.8,1.08,0.72,7.22,1.95,0
1.39,1.51,9.55,5.46,9.33,1.35,1.26,1.31,2.4,0.79,0.46,0.74,0.71,6.55,0.93,0
1.85,2.55,10.37,10.92,15.14,2.78,1.15,2.66,3.66,1.87,1.82,1.81,1.41,13.4,2.57,1
3.91,1.81,9.49,7.31,19.58,6.01,3.52,7.04,5.78,3.27,2.26,1.51,1.13,6.03,2.26,0
0.99,1.34,7.08,6.94,4.95,1.57,0.56,1.47,1.14,0.68,0.76,0.61,0.82,4.9,1.58,0
0.77,1.66,11.09,4.08,6.99,2.53,1.2,1.16,1.09,1.92,1.08,0.91,0.58,6.46,0.72,0
0.56,0.87,3.67,1.84,3.92,1.44,0.53,0.59,0.54,0.32,0.41,0.52,0.37,7.35,1.74,0
0.88,1.91,3.54,1.77,4.86,1.77,1.15,1.94,0.75,1.11,0.8,0.88,0.82,5.79,0.72,0
0.84,1.63,8.85,3.26,6.99,1.21,0.93,0.9,1.12,0.93,0.56,0.19,0.37,4.66,0.79,0
1.75,1.62,12.45,5.33,9.83,1.39,1.44,1.86,3.17,0.93,0.66,1.31,0.66,9.83,1.35,0
1.39,1.9,7.03,4.7,6.64,1.49,1.47,1.41,1.65,0.64,1.22,1.04,0.94,4.68,0.91,0
0.71,0.88,6.2,3.59,3.98,1.96,0.8,1.51,0.58,0.55,0.54,0.86,0.43,5.51,0.84,0
0.93,1.26,18.62,3.54,7.3,2.39,1.18,2.44,1.18,0.65,1,1.28,0.51,22.2,1.9,1
2.17,3.29,13.83,9.94,16.79,1.66,1.64,1.41,1.77,1.27,1.36,1.18,0.79,6.23,1.37,1
3.85,1.6,12.84,8.8,8.82,8.81,1.63,3.12,6.21,1.9,2.1,1.25,2.83,12.5,1.43,0
2.84,1.62,4.89,3.57,9.85,0.95,1.09,0.95,0.63,0.42,0.48,0.43,0.53,6.85,3.43,0
0.84,1.56,2.39,3.3,7.07,1.41,1.06,1.06,1.3,1.41,1.89,0.71,0.65,4.56,1.59,0
3.51,1.88,14.92,6.5,13.48,4.62,3.27,6.14,4.33,2.05,2.84,1.32,0.83,7.94,1.83,0
0.9,1.35,1.35,3.38,2.7,0.56,0.68,0.68,0.56,1.13,0.68,0.45,0.34,5.63,0.45,0
1.49,2.67,7.56,5.6,9.54,1.04,1.34,1.39,2.06,0.67,0.69,0.76,0.65,6.34,0.85,1
0.84,1.68,7.45,3.26,5.31,0.93,0.84,0.75,1.12,0.79,0.75,0.51,0.44,4.94,0.79,0
0.93,1.37,6.52,3.63,7.33,1.06,0.59,0.62,1.12,0.68,0.62,0.56,0.5,5.59,0.79,0
0.56,1.12,6.29,3.35,7.29,1.86,0.75,0.75,0.93,0.93,0.82,0.58,0.66,6.52,1.07,0
1.02,1.89,6.12,5.71,6.49,2.96,0.96,1.17,1.25,1.32,1.63,0.78,0.81,5.19,0.73,0
3.51,3.03,10.06,9.7,13.23,6.28,1.44,4.4,4.56,4.62,4.79,1.89,2.83,14,3.3,0
1.38,1.87,5.79,7.15,7.24,3.89,0.93,1.85,0.54,0.82,0.9,0.4,0.67,7.44,0.93,0
5.32,3.08,15.43,13.03,18.24,4.72,1.59,2.76,3.24,2,2.47,1.74,2.01,13.5,3.21,1
1.21,2.63,5.89,5.14,7.78,0.96,1.2,1.28,1.93,0.64,0.61,0.58,0.51,6.34,0.81,1
3.46,1.53,12.56,11.14,17.52,5.94,4.24,4.64,4.52,3.68,2.09,1.44,0.92,10.83,2.38,0
0.75,1.5,6.05,3.72,5.05,1.8,0.92,0.97,1.17,0.62,0.72,0.47,0.55,5.25,0.96,0
1.02,1.12,9.07,1.77,6.98,0.84,0.9,0.29,0.45,0.33,0.37,0.14,0.53,1.4,1.4,0
7.32,3.84,10.2,9.88,12.43,4.53,1.63,3.05,3.86,2.46,2.24,1.48,1.86,9.5,3.21,0
1.61,2.09,8.94,5.78,8.83,1.28,1.57,1.76,1.93,0.79,1.4,0.73,0.73,8.31,1.02,0
4.41,2.67,14.99,12.13,11.02,6,1.62,5.22,4.76,3.23,3.06,1.76,2,13.99,2.62,1
1.54,1.41,10.66,4.69,8.38,1.64,1.37,1.47,3.26,0.77,0.61,0.82,0.33,6.14,0.66,0
3.86,3.11,13.05,11.45,13.62,6.53,1.58,3.08,4.38,2.67,2.63,1.61,1.55,12,3.45,1
1.06,0.91,5.4,3.17,3.79,0.44,0.81,0.9,2.25,0.32,0.44,1.22,0.52,3.38,0.68,0
2.05,2.72,17.13,10.08,20.06,3.01,1.9,2.84,2.81,2.41,1.87,1.06,0.41,6.75,1.95,1
2.04,2.42,9.8,6.64,12.46,2.3,1.65,1.96,0.82,2.18,0.92,0.9,0.58,5.18,0.55,1
0.63,1.07,6.95,3.16,4.53,1,1.21,1.21,1.53,0.42,0.39,0.32,0.53,4.63,0.74,0
0.75,1.52,6.98,2.85,6.99,2.54,1.27,1.59,0.64,0.79,1.78,1.22,0.43,31.78,2.22,0
0.49,0.9,2.33,3.66,6.11,1.09,0.45,0.39,0.37,0.3,0.22,0.14,0.2,3.36,0.81,0
2.75,2.69,12.35,10.95,15.64,5.77,1.31,2.99,4.76,1.94,3.46,2.01,1.37,10,2.45,1
1.64,1.67,9.83,4.09,5.73,1.26,1.31,1.47,2.29,0.68,0.82,1.15,0.66,4.91,1.17,0
1.75,1.64,12.28,4.02,11.05,2.07,1.76,1.8,2.54,0.94,0.94,0.49,0.33,4.5,0.98,0
4.7,4.16,13.92,13.51,18.05,6.03,2.11,4.91,5.63,3.67,3.59,2.33,2.14,12,3.54,1
0.98,1.74,6.08,7.32,10.53,1.85,0.96,1.33,1.06,1.61,1.67,0.84,1.04,8.3,1.5,1
1.75,2.06,13.81,7.5,20.51,2.77,1.65,2.06,0.95,1.84,0.95,1.24,0.42,4.67,0.57,1
0.49,0.84,4.04,2.45,8.11,1.47,0.49,1.47,0.49,0.34,0.24,0.49,0.32,10.1,1.75,0
1.33,1.87,6.75,4.63,8.51,1.54,1.46,1.46,1.51,1.11,1.38,0.99,0.85,4.68,1.27,1
5.32,3.39,15.06,13.22,21.48,6.7,1.67,4.02,3.69,2.58,2.38,2.33,2.43,14.5,3.4,0
2.26,2.43,11.43,6.84,10.71,1.8,1.21,1.23,2.29,1.25,1.32,1.15,0.36,6.23,1.33,1
0.4,0.88,3.31,2.05,1.84,1.22,0.58,1.18,0.41,0.33,0.37,0.51,0.27,9.18,1.84,0
2.13,2.66,13.55,7.62,24.58,2.37,1.65,1.99,0.82,2.25,0.92,1.28,0.46,5.45,0.57,1
1.96,2.37,15.23,5.72,9.7,4.6,3.54,4.27,4.44,1.62,1.92,1.98,1.36,8.68,1.76,0
0.75,1.12,6.52,3.35,8.39,1.12,0.75,0.75,1.3,0.75,0.56,0.47,0.47,5.96,1.43,0
1.52,1.38,10.83,4.09,8.45,1.88,1.66,1.81,2.42,0.95,0.72,1.25,0.67,6.55,1.09,0
3.23,2.52,12.66,13.72,6.55,3.16,1.68,3.09,3.13,2.28,2.4,1.65,1.96,13.77,2.23,1
0.73,0.85,3.72,3.14,5.82,1.16,0.58,0.55,0.44,0.22,0.41,0.15,0.34,6.12,1.65,0
1.31,1.57,4.91,3.64,6.71,1.31,1.64,1.47,2.78,1.15,0.66,1.64,0.61,9.83,0.74,0
0.78,1.38,6.63,3.45,5.79,3.18,1,2.36,1.13,1.52,1.41,1.55,0.75,8.84,0.87,0
1.79,1.92,7.93,6.93,9.13,2.2,1.49,2.06,2.29,0.9,1.07,0.8,0.52,10.31,1.56,0
3.78,2.42,9.42,8.21,12.65,2.91,1.19,2.58,2.95,1.79,2.23,2.15,1.39,10.42,1.04,1
1.13,2,4,5.44,6.25,4.1,1.07,1.48,1.32,1.53,1.58,1.03,1.21,7,1.25,0
1.31,2.28,10.6,6.2,11.45,2.04,1.32,1.3,1.57,0.89,1.17,1.27,1.04,4.67,1.22,1
1.92,1.57,10.13,4.09,10.85,1.54,0.9,1.15,2.37,0.89,0.64,1.15,0.7,8.19,1.01,0
0.99,1.82,10.64,3.37,7.26,2.08,0.95,1.17,1.3,1.17,1.17,0.94,0.78,5.19,0.91,0
1.07,1.91,6.94,2.61,7.43,0.47,0.75,0.56,1.26,0.89,0.87,0.37,0.65,2.98,0.75,0
0.65,1.18,3.21,3.88,4.38,1.51,0.46,0.41,0.68,0.72,0.91,0.36,0.5,6.73,0.91,0
5.14,2.24,13.39,11.02,10.79,5.51,2.34,6.61,5.06,5.35,4.03,2.65,1.93,10,2.84,0
0.75,1.77,8.2,3.54,6.52,1.44,1.02,0.84,1.96,1.12,0.87,0.47,0.61,7.45,1.58,0
1.13,2.77,7.19,3.28,7.25,1.42,0.88,0.77,1.2,1.15,0.99,0.6,0.99,4.38,0.99,0
0.62,0.89,3.79,1.34,2.41,0.6,0.36,0.42,0.62,0.26,0.22,0.13,0.23,1.78,0.62,0
1.1,2.02,6.73,4.78,8.66,0.85,1.07,1.38,1.33,0.59,0.76,0.91,0.51,6.66,0.84,1
1.12,1.79,3.35,4.01,7.05,1.02,0.93,0.75,0.75,0.65,0.56,0.65,0.39,5.59,0.87,0
0.67,1.12,1.32,3.26,2.45,1.32,0.66,0.61,0.82,0.71,0.61,0.44,0.34,3.16,0.41,0
1.35,1.75,14.75,5.97,12.85,1.83,2.13,1.1,1.74,0.97,1.26,1.01,0.71,6.23,0.76,1
1.44,1.45,3.84,9.05,15.57,2.42,1.12,1.16,1.26,1.44,1.47,0.71,0.91,15.57,1.3,0
0.7,1.68,13.27,2.51,11.17,1.68,1.4,1.75,1.82,0.84,0.7,0.56,0.41,12.57,0.34,0
1.25,1.82,8.82,7.2,7.26,2.08,0.95,1.17,1.3,1.71,1.17,0.94,0.78,5.19,1.04,0
1.97,2.68,12.88,5.86,12.46,2.94,1.65,2.07,0.82,1.73,0.92,1.28,0.59,6.75,0.56,1
1.73,1.92,4.39,4.52,14.64,2.22,1.46,0.8,1.33,1.06,1.06,0.8,0.67,7.45,1.65,0
1.34,2.09,2.9,2.5,8.49,0.4,0.99,0.43,0.52,0.4,0.2,0.16,0.25,4.02,1.29,0
1.8,2.59,6.45,4.52,11.64,1.65,1.26,1.43,1.4,0.8,0.74,0.89,0.63,2,1.45,0
2.1,2.33,4.8,6.2,8.65,1.69,1.41,1.8,2.4,1.1,1.08,1.03,1.5,8.41,1.97,1
0.67,1.62,7.41,3.33,5.92,0.99,0.81,0.73,0.91,0.58,0.65,1.1,0.68,2.38,0.88,0
1.02,1.29,8.57,3.21,6.71,1.18,0.81,0.65,1.75,0.98,0.68,0.53,0.51,5.59,0.92,0
1.13,2.72,8.03,5.04,8.13,1.63,1.35,1.53,1.76,0.91,1.13,1.01,1.07,4.93,1.21,0
0.95,1.92,7.48,6.75,9.09,1.66,1.39,1.7,1.87,1.31,1.56,0.9,0.49,4.15,0.83,1
1.2,1.74,6.26,3.87,5.74,0.66,0.9,0.8,1.79,0.37,0.6,0.76,0.34,2.58,1.15,0
1.21,1.31,4.82,3.5,8.12,0.82,1.11,0.96,0.89,0.41,0.33,0.7,0.22,6.44,1.38,1
1.82,1.3,6.23,4.62,9.08,2.08,0.93,1.17,0.78,1.27,1.04,0.62,0.96,12.97,0.83,0
1,1.56,2.39,4.45,6.66,3.24,1.33,2.21,1.24,2.56,1.47,0.8,0.65,3.54,1.55,0
6.11,3.34,12.67,7.15,9.37,3.79,1.57,4.13,4.24,1.98,2.77,2.5,2,15,1.43,0
0.53,0.94,7.26,1.8,5.31,1.31,0.72,1.44,0.7,0.27,0.5,0.28,0.22,11.47,1.87,0
1.74,1.37,8.39,3.54,7.33,1.06,0.59,0.62,1.12,0.68,0.62,0.56,0.5,5.59,0.79,0
1.8,3.73,16.36,10.65,17.31,3.25,1.84,2.25,3.12,1.73,1.56,1.09,0.65,7.06,3.05,1
1.31,2.34,5.27,5.1,7.96,0.9,1.17,1.13,1.77,0.53,0.59,0.7,0.54,5.28,0.85,1
1.69,2.3,8.95,8.09,15.36,3.32,1,2.73,3.04,1.71,1.44,0.84,0.92,8.41,2.24,1
0.73,1.03,3.67,1.84,6.12,2.2,0.49,0.59,0.73,0.37,0.24,0.55,0.45,7.35,1.84,0
0.45,1.16,2.48,2.24,5.7,1.02,0.48,0.45,0.27,0.26,0.23,0.31,0.23,6.92,1.09,0
0.55,0.85,7.35,3.98,5.1,2.2,0.65,0.98,0.92,0.49,0.69,0.41,0.29,6.12,2.26,0
1.72,2.93,6.55,5.65,7.69,0.95,1.38,1.22,2.06,0.6,0.61,0.73,0.63,6.34,0.77,1
1.77,1.62,10.64,4.75,10.04,2.07,1.55,1.75,2.57,0.94,0.49,1.06,0.71,11.46,1.15,0
1.61,1.18,4.83,2.95,8.85,0.8,1.18,1.34,0.8,0.27,0.27,0.64,0.54,10.73,2.15,0
0.8,1.79,5,4.01,5.21,0.65,0.95,2.45,1,0.69,0.83,0.5,0.45,7.03,0.74,0
2.32,3.35,16.18,12.3,18.26,2.35,1.94,2.49,3.19,1.84,1.76,1.72,0.82,7.27,1.11,1
1.24,1.22,6.88,3.55,5.19,0.52,0.76,0.97,1.53,0.37,0.3,0.59,0.47,3.45,0.71,0
1.45,1.69,17.95,5.62,4.63,3.3,1.19,0.92,0.84,1.69,1.08,0.71,0.59,5.54,1.02,0
0.96,1.3,6.62,3.2,10.11,1.79,2.27,0.92,0.55,0.48,0.3,0.47,0.22,2.17,1.62,0
0.61,2,3.53,4.12,5.71,1.23,0.71,2,1.8,0.6,1,2.5,0.38,1.83,0.7,0
5.38,3.49,6.6,21.5,21.86,5.39,1.24,5.14,5.79,2.71,3.14,2.2,1.38,10,2.45,0
1.5,2.74,8.01,6.45,13.61,2.06,1.4,2.16,2.26,1.54,1.39,0.79,1.22,9.01,1.38,1
1.91,1.97,8.92,5.09,9.96,1.09,1.24,1.6,2.17,0.68,0.47,1.3,0.78,6.23,1.21,1
0.9,1.69,6.91,3.72,6.14,1.8,1.04,0.79,1.48,0.73,0.72,0.47,0.41,5.25,0.84,0
2.87,2.96,11.9,10.41,12.18,3.33,1.55,2.93,3.82,2.2,2.2,1.69,1.93,13,2.03,0
1.06,1.1,4.49,3.52,7.38,0.49,0.86,0.44,0.76,0.36,0.24,0.44,0.24,5.36,1.26,1
0.82,1.9,11.56,9.74,7.55,2.02,1.35,0.79,1.2,1.06,0.48,1.11,0.73,3.96,0.98,0
3.08,3.06,14.15,8.62,10.34,2.08,1.58,2.08,3.29,1.02,1.97,1.38,0.28,6.49,2.63,1
2.89,1.73,5.78,2.89,22.62,7.79,2.17,4.37,4.5,3.27,1.94,0.72,0.67,5.05,2.31,0
5.86,3.36,14.61,12.73,19.88,6.01,2.21,5.66,7.26,3.85,3.95,2.46,2.3,15,1.29,1
0.8,0.82,9.53,3.71,4.95,1.15,1.28,1.18,0.95,0.31,0.31,0.74,0.4,5.26,0.55,0
5.46,3.56,12.33,14.32,14.54,4.18,2.42,3.99,4.36,3.16,3.41,2.16,2.58,15,4.05,1
5.7,3.22,13.87,10.28,15.98,5,1.8,4.29,5.68,2.64,2.16,1.81,1.75,15,3.09,1
0.73,1.03,5.78,2.88,9.18,6.12,0.57,0.49,0.98,0.37,0.45,0.24,0.33,6.12,3.06,0
1.05,2.75,4.1,5.7,5.83,5,0.75,0.75,1,1,1,0.75,1.12,8,1.25,0
1.62,2.43,6.41,5.96,6.93,1.86,1.11,1.4,1.68,1.06,1.51,0.66,1.1,8.71,2.08,0
0.31,1.45,2.45,2.72,1.43,1.88,0.88,0.98,0.91,0.41,0.22,0.2,0.16,2.55,0.56,0
2.72,3.99,14.06,10.21,20.5,2.89,2.37,1.79,1.83,1.32,1.12,1.7,1.4,11.65,2.41,1
3.73,2.98,12.21,8.8,11,5.15,1.58,3.15,3.78,1.9,2.08,1.66,2.02,13.99,2.75,0
1.43,2.73,7.05,4.86,8.93,1.01,1.27,1.43,1.88,0.58,0.63,0.63,0.59,5.28,0.72,1
0.88,1.27,5.22,3.89,7.07,2.55,1.06,2.3,2.12,1.41,1.06,0.8,0.62,4.53,1.12,0
0.7,1.76,7.36,4.66,13.04,1.49,1.16,1.49,1.49,1.12,1.12,0.37,0.64,7.45,1.12,0
0.69,0.83,2.86,2.57,6.73,1.96,0.65,1.14,0.67,0.24,0.41,0.53,0.31,9.79,2.02,0
